"export-plot data (NetLogo 6.2.0)"
"EBIVModel.nlogo"
"05/29/2023 11:38:12:454 +0200"

"MODEL SETTINGS"
"surv-mod-embryo","max-resources-base","pcolor-update?","lact-prob-mid","resources-dynamic?","surv-prob-mid","surv-mod-off","print?","itv-var-bmr","preg-prob-mid","r-growth-ts","growth-lm-prob-const","out-year","n-animals","debug","preg-prob-const","growth-lm-prob-mid","overwinter-skip?","perc-resource-cells","lact-prob-const","itv-var-growth","itv-var-repro","home-ranging?","surv-prob-const","fragmentation-level"
"0.74","140","false","0.12","false","0.02","0.32","false","0","0.02","0.011","27.4","5","100","""Dens""","16.48","0.05","true","0.75","38.8","0","0","true","71.29","0.9"

"""Local density per hectare"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","895","0","78.1","true","""0""","false","6"

"pen name","pen down?","mode","interval","color","x"
"""0""","true","0","1","105","808"
"""25""","true","0","1","65","808"
"""50""","true","0","1","45","808"
"""75""","true","0","1","25","808"
"""100""","true","0","1","15","808"
"""Density""","true","0","1","0","808"

"""0""",,,,"""25""",,,,"""50""",,,,"""75""",,,,"""100""",,,,"""Density"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"211","4.4","105","true","211","8.9","65","true","211","14.2","45","true","211","21.6","25","true","211","41.4","15","true","211","23","0","true"
"212","4.4","105","true","212","8.9","65","true","212","14.2","45","true","212","21.6","25","true","212","41.4","15","true","212","23","0","true"
"213","4.4","105","true","213","8.9","65","true","213","14.2","45","true","213","21.6","25","true","213","41.4","15","true","213","23","0","true"
"214","4.4","105","true","214","8.9","65","true","214","14.2","45","true","214","21.6","25","true","214","41.4","15","true","214","23","0","true"
"215","4.4","105","true","215","8.9","65","true","215","14.2","45","true","215","21.6","25","true","215","41.4","15","true","215","23","0","true"
"216","4.4","105","true","216","8.9","65","true","216","14.2","45","true","216","21.6","25","true","216","41.4","15","true","216","23","0","true"
"217","4.4","105","true","217","8.9","65","true","217","14.2","45","true","217","21.6","25","true","217","41.4","15","true","217","23","0","true"
"218","4.4","105","true","218","8.9","65","true","218","14.2","45","true","218","21.6","25","true","218","41.4","15","true","218","23","0","true"
"219","4.4","105","true","219","8.9","65","true","219","14.2","45","true","219","21.6","25","true","219","41.4","15","true","219","23","0","true"
"220","4.4","105","true","220","8.9","65","true","220","14.2","45","true","220","21.6","25","true","220","41.4","15","true","220","23","0","true"
"221","4.4","105","true","221","8.9","65","true","221","14.2","45","true","221","21.6","25","true","221","41.4","15","true","221","23","0","true"
"222","4.4","105","true","222","8.9","65","true","222","14.2","45","true","222","21.6","25","true","222","41.4","15","true","222","23","0","true"
"223","4.4","105","true","223","8.9","65","true","223","14.2","45","true","223","21.6","25","true","223","41.4","15","true","223","23","0","true"
"224","4.4","105","true","224","8.9","65","true","224","14.2","45","true","224","21.6","25","true","224","41.4","15","true","224","23","0","true"
"225","4.4","105","true","225","8.9","65","true","225","14.2","45","true","225","21.6","25","true","225","41.4","15","true","225","23","0","true"
"226","4.4","105","true","226","8.9","65","true","226","14.2","45","true","226","21.6","25","true","226","41.4","15","true","226","23","0","true"
"227","4.4","105","true","227","8.9","65","true","227","14.2","45","true","227","21.6","25","true","227","41.4","15","true","227","23","0","true"
"228","4.4","105","true","228","8.9","65","true","228","14.2","45","true","228","21.6","25","true","228","41.4","15","true","228","23","0","true"
"229","4.4","105","true","229","8.9","65","true","229","14.2","45","true","229","21.6","25","true","229","41.4","15","true","229","23","0","true"
"230","4.4","105","true","230","8.9","65","true","230","14.2","45","true","230","21.6","25","true","230","41.4","15","true","230","23","0","true"
"231","4.4","105","true","231","8.9","65","true","231","14.2","45","true","231","21.6","25","true","231","41.4","15","true","231","23","0","true"
"232","4.4","105","true","232","8.9","65","true","232","14.2","45","true","232","21.6","25","true","232","41.4","15","true","232","24","0","true"
"233","4.4","105","true","233","8.9","65","true","233","14.2","45","true","233","21.6","25","true","233","41.4","15","true","233","25","0","true"
"234","4.4","105","true","234","8.9","65","true","234","14.2","45","true","234","21.6","25","true","234","41.4","15","true","234","25","0","true"
"235","4.4","105","true","235","8.9","65","true","235","14.2","45","true","235","21.6","25","true","235","41.4","15","true","235","27","0","true"
"236","4.4","105","true","236","8.9","65","true","236","14.2","45","true","236","21.6","25","true","236","41.4","15","true","236","30","0","true"
"237","4.4","105","true","237","8.9","65","true","237","14.2","45","true","237","21.6","25","true","237","41.4","15","true","237","30","0","true"
"238","4.4","105","true","238","8.9","65","true","238","14.2","45","true","238","21.6","25","true","238","41.4","15","true","238","30","0","true"
"239","4.4","105","true","239","8.9","65","true","239","14.2","45","true","239","21.6","25","true","239","41.4","15","true","239","30","0","true"
"240","4.4","105","true","240","8.9","65","true","240","14.2","45","true","240","21.6","25","true","240","41.4","15","true","240","32","0","true"
"241","4.4","105","true","241","8.9","65","true","241","14.2","45","true","241","21.6","25","true","241","41.4","15","true","241","32","0","true"
"242","4.4","105","true","242","8.9","65","true","242","14.2","45","true","242","21.6","25","true","242","41.4","15","true","242","33","0","true"
"243","4.4","105","true","243","8.9","65","true","243","14.2","45","true","243","21.6","25","true","243","41.4","15","true","243","34","0","true"
"244","4.4","105","true","244","8.9","65","true","244","14.2","45","true","244","21.6","25","true","244","41.4","15","true","244","34","0","true"
"245","4.4","105","true","245","8.9","65","true","245","14.2","45","true","245","21.6","25","true","245","41.4","15","true","245","34","0","true"
"246","4.4","105","true","246","8.9","65","true","246","14.2","45","true","246","21.6","25","true","246","41.4","15","true","246","34","0","true"
"247","4.4","105","true","247","8.9","65","true","247","14.2","45","true","247","21.6","25","true","247","41.4","15","true","247","34","0","true"
"248","4.4","105","true","248","8.9","65","true","248","14.2","45","true","248","21.6","25","true","248","41.4","15","true","248","34","0","true"
"249","4.4","105","true","249","8.9","65","true","249","14.2","45","true","249","21.6","25","true","249","41.4","15","true","249","34","0","true"
"250","4.4","105","true","250","8.9","65","true","250","14.2","45","true","250","21.6","25","true","250","41.4","15","true","250","34","0","true"
"251","4.4","105","true","251","8.9","65","true","251","14.2","45","true","251","21.6","25","true","251","41.4","15","true","251","34","0","true"
"252","4.4","105","true","252","8.9","65","true","252","14.2","45","true","252","21.6","25","true","252","41.4","15","true","252","34","0","true"
"253","4.4","105","true","253","8.9","65","true","253","14.2","45","true","253","21.6","25","true","253","41.4","15","true","253","33","0","true"
"254","4.4","105","true","254","8.9","65","true","254","14.2","45","true","254","21.6","25","true","254","41.4","15","true","254","33","0","true"
"255","4.4","105","true","255","8.9","65","true","255","14.2","45","true","255","21.6","25","true","255","41.4","15","true","255","33","0","true"
"256","4.4","105","true","256","8.9","65","true","256","14.2","45","true","256","21.6","25","true","256","41.4","15","true","256","33","0","true"
"257","4.4","105","true","257","8.9","65","true","257","14.2","45","true","257","21.6","25","true","257","41.4","15","true","257","33","0","true"
"258","4.4","105","true","258","8.9","65","true","258","14.2","45","true","258","21.6","25","true","258","41.4","15","true","258","34","0","true"
"259","4.4","105","true","259","8.9","65","true","259","14.2","45","true","259","21.6","25","true","259","41.4","15","true","259","34","0","true"
"260","4.4","105","true","260","8.9","65","true","260","14.2","45","true","260","21.6","25","true","260","41.4","15","true","260","34","0","true"
"261","4.4","105","true","261","8.9","65","true","261","14.2","45","true","261","21.6","25","true","261","41.4","15","true","261","34","0","true"
"262","4.4","105","true","262","8.9","65","true","262","14.2","45","true","262","21.6","25","true","262","41.4","15","true","262","35","0","true"
"263","4.4","105","true","263","8.9","65","true","263","14.2","45","true","263","21.6","25","true","263","41.4","15","true","263","34","0","true"
"264","4.4","105","true","264","8.9","65","true","264","14.2","45","true","264","21.6","25","true","264","41.4","15","true","264","34","0","true"
"265","4.4","105","true","265","8.9","65","true","265","14.2","45","true","265","21.6","25","true","265","41.4","15","true","265","32","0","true"
"266","4.4","105","true","266","8.9","65","true","266","14.2","45","true","266","21.6","25","true","266","41.4","15","true","266","32","0","true"
"267","4.4","105","true","267","8.9","65","true","267","14.2","45","true","267","21.6","25","true","267","41.4","15","true","267","32","0","true"
"268","4.4","105","true","268","8.9","65","true","268","14.2","45","true","268","21.6","25","true","268","41.4","15","true","268","33","0","true"
"269","4.4","105","true","269","8.9","65","true","269","14.2","45","true","269","21.6","25","true","269","41.4","15","true","269","35","0","true"
"270","4.4","105","true","270","8.9","65","true","270","14.2","45","true","270","21.6","25","true","270","41.4","15","true","270","33","0","true"
"271","4.4","105","true","271","8.9","65","true","271","14.2","45","true","271","21.6","25","true","271","41.4","15","true","271","32","0","true"
"272","4.4","105","true","272","8.9","65","true","272","14.2","45","true","272","21.6","25","true","272","41.4","15","true","272","34","0","true"
"273","4.4","105","true","273","8.9","65","true","273","14.2","45","true","273","21.6","25","true","273","41.4","15","true","273","36","0","true"
"274","4.4","105","true","274","8.9","65","true","274","14.2","45","true","274","21.6","25","true","274","41.4","15","true","274","34","0","true"
"275","4.4","105","true","275","8.9","65","true","275","14.2","45","true","275","21.6","25","true","275","41.4","15","true","275","32","0","true"
"276","4.4","105","true","276","8.9","65","true","276","14.2","45","true","276","21.6","25","true","276","41.4","15","true","276","34","0","true"
"277","4.4","105","true","277","8.9","65","true","277","14.2","45","true","277","21.6","25","true","277","41.4","15","true","277","34","0","true"
"278","4.4","105","true","278","8.9","65","true","278","14.2","45","true","278","21.6","25","true","278","41.4","15","true","278","36","0","true"
"279","4.4","105","true","279","8.9","65","true","279","14.2","45","true","279","21.6","25","true","279","41.4","15","true","279","36","0","true"
"280","4.4","105","true","280","8.9","65","true","280","14.2","45","true","280","21.6","25","true","280","41.4","15","true","280","28","0","true"
"281","4.4","105","true","281","8.9","65","true","281","14.2","45","true","281","21.6","25","true","281","41.4","15","true","281","24","0","true"
"282","4.4","105","true","282","8.9","65","true","282","14.2","45","true","282","21.6","25","true","282","41.4","15","true","282","23","0","true"
"283","4.4","105","true","283","8.9","65","true","283","14.2","45","true","283","21.6","25","true","283","41.4","15","true","283","20","0","true"
"284","4.4","105","true","284","8.9","65","true","284","14.2","45","true","284","21.6","25","true","284","41.4","15","true","284","17","0","true"
"285","4.4","105","true","285","8.9","65","true","285","14.2","45","true","285","21.6","25","true","285","41.4","15","true","285","16","0","true"
"286","4.4","105","true","286","8.9","65","true","286","14.2","45","true","286","21.6","25","true","286","41.4","15","true","286","14","0","true"
"287","4.4","105","true","287","8.9","65","true","287","14.2","45","true","287","21.6","25","true","287","41.4","15","true","287","13","0","true"
"288","4.4","105","true","288","8.9","65","true","288","14.2","45","true","288","21.6","25","true","288","41.4","15","true","288","11","0","true"
"289","4.4","105","true","289","8.9","65","true","289","14.2","45","true","289","21.6","25","true","289","41.4","15","true","289","10","0","true"
"290","4.4","105","true","290","8.9","65","true","290","14.2","45","true","290","21.6","25","true","290","41.4","15","true","290","8","0","true"
"291","4.4","105","true","291","8.9","65","true","291","14.2","45","true","291","21.6","25","true","291","41.4","15","true","291","5","0","true"
"292","4.4","105","true","292","8.9","65","true","292","14.2","45","true","292","21.6","25","true","292","41.4","15","true","292","4","0","true"
"293","4.4","105","true","293","8.9","65","true","293","14.2","45","true","293","21.6","25","true","293","41.4","15","true","293","3","0","true"
"294","4.4","105","true","294","8.9","65","true","294","14.2","45","true","294","21.6","25","true","294","41.4","15","true","294","3","0","true"
"295","4.4","105","true","295","8.9","65","true","295","14.2","45","true","295","21.6","25","true","295","41.4","15","true","295","3","0","true"
"296","4.4","105","true","296","8.9","65","true","296","14.2","45","true","296","21.6","25","true","296","41.4","15","true","296","3","0","true"
"297","4.4","105","true","297","8.9","65","true","297","14.2","45","true","297","21.6","25","true","297","41.4","15","true","297","3","0","true"
"298","4.4","105","true","298","8.9","65","true","298","14.2","45","true","298","21.6","25","true","298","41.4","15","true","298","2","0","true"
"299","4.4","105","true","299","8.9","65","true","299","14.2","45","true","299","21.6","25","true","299","41.4","15","true","299","2","0","true"
"300","4.4","105","true","300","8.9","65","true","300","14.2","45","true","300","21.6","25","true","300","41.4","15","true","300","2","0","true"
"301","4.4","105","true","301","8.9","65","true","301","14.2","45","true","301","21.6","25","true","301","41.4","15","true","301","3","0","true"
"302","4.4","105","true","302","8.9","65","true","302","14.2","45","true","302","21.6","25","true","302","41.4","15","true","302","3","0","true"
"303","4.4","105","true","303","8.9","65","true","303","14.2","45","true","303","21.6","25","true","303","41.4","15","true","303","3","0","true"
"304","4.4","105","true","304","8.9","65","true","304","14.2","45","true","304","21.6","25","true","304","41.4","15","true","304","3","0","true"
"305","4.4","105","true","305","8.9","65","true","305","14.2","45","true","305","21.6","25","true","305","41.4","15","true","305","3","0","true"
"306","4.4","105","true","306","8.9","65","true","306","14.2","45","true","306","21.6","25","true","306","41.4","15","true","306","3","0","true"
"307","4.4","105","true","307","8.9","65","true","307","14.2","45","true","307","21.6","25","true","307","41.4","15","true","307","3","0","true"
"308","4.4","105","true","308","8.9","65","true","308","14.2","45","true","308","21.6","25","true","308","41.4","15","true","308","3","0","true"
"309","4.4","105","true","309","8.9","65","true","309","14.2","45","true","309","21.6","25","true","309","41.4","15","true","309","3","0","true"
"310","4.4","105","true","310","8.9","65","true","310","14.2","45","true","310","21.6","25","true","310","41.4","15","true","310","3","0","true"
"311","4.4","105","true","311","8.9","65","true","311","14.2","45","true","311","21.6","25","true","311","41.4","15","true","311","3","0","true"
"312","4.4","105","true","312","8.9","65","true","312","14.2","45","true","312","21.6","25","true","312","41.4","15","true","312","2","0","true"
"313","4.4","105","true","313","8.9","65","true","313","14.2","45","true","313","21.6","25","true","313","41.4","15","true","313","2","0","true"
"314","4.4","105","true","314","8.9","65","true","314","14.2","45","true","314","21.6","25","true","314","41.4","15","true","314","2","0","true"
"315","4.4","105","true","315","8.9","65","true","315","14.2","45","true","315","21.6","25","true","315","41.4","15","true","315","2","0","true"
"316","4.4","105","true","316","8.9","65","true","316","14.2","45","true","316","21.6","25","true","316","41.4","15","true","316","2","0","true"
"317","4.4","105","true","317","8.9","65","true","317","14.2","45","true","317","21.6","25","true","317","41.4","15","true","317","2","0","true"
"318","4.4","105","true","318","8.9","65","true","318","14.2","45","true","318","21.6","25","true","318","41.4","15","true","318","2","0","true"
"319","4.4","105","true","319","8.9","65","true","319","14.2","45","true","319","21.6","25","true","319","41.4","15","true","319","2","0","true"
"320","4.4","105","true","320","8.9","65","true","320","14.2","45","true","320","21.6","25","true","320","41.4","15","true","320","2","0","true"
"321","4.4","105","true","321","8.9","65","true","321","14.2","45","true","321","21.6","25","true","321","41.4","15","true","321","2","0","true"
"322","4.4","105","true","322","8.9","65","true","322","14.2","45","true","322","21.6","25","true","322","41.4","15","true","322","2","0","true"
"323","4.4","105","true","323","8.9","65","true","323","14.2","45","true","323","21.6","25","true","323","41.4","15","true","323","0","0","true"
"324","4.4","105","true","324","8.9","65","true","324","14.2","45","true","324","21.6","25","true","324","41.4","15","true","324","0","0","true"
"325","4.4","105","true","325","8.9","65","true","325","14.2","45","true","325","21.6","25","true","325","41.4","15","true","325","0","0","true"
"326","4.4","105","true","326","8.9","65","true","326","14.2","45","true","326","21.6","25","true","326","41.4","15","true","326","0","0","true"
"327","4.4","105","true","327","8.9","65","true","327","14.2","45","true","327","21.6","25","true","327","41.4","15","true","327","0","0","true"
"328","4.4","105","true","328","8.9","65","true","328","14.2","45","true","328","21.6","25","true","328","41.4","15","true","328","0","0","true"
"329","4.4","105","true","329","8.9","65","true","329","14.2","45","true","329","21.6","25","true","329","41.4","15","true","329","0","0","true"
"330","4.4","105","true","330","8.9","65","true","330","14.2","45","true","330","21.6","25","true","330","41.4","15","true","330","0","0","true"
"331","4.4","105","true","331","8.9","65","true","331","14.2","45","true","331","21.6","25","true","331","41.4","15","true","331","0","0","true"
"332","4.4","105","true","332","8.9","65","true","332","14.2","45","true","332","21.6","25","true","332","41.4","15","true","332","0","0","true"
"333","4.4","105","true","333","8.9","65","true","333","14.2","45","true","333","21.6","25","true","333","41.4","15","true","333","0","0","true"
"334","4.4","105","true","334","8.9","65","true","334","14.2","45","true","334","21.6","25","true","334","41.4","15","true","334","0","0","true"
"335","4.4","105","true","335","8.9","65","true","335","14.2","45","true","335","21.6","25","true","335","41.4","15","true","335","0","0","true"
"336","4.4","105","true","336","8.9","65","true","336","14.2","45","true","336","21.6","25","true","336","41.4","15","true","336","0","0","true"
"337","4.4","105","true","337","8.9","65","true","337","14.2","45","true","337","21.6","25","true","337","41.4","15","true","337","0","0","true"
"338","4.4","105","true","338","8.9","65","true","338","14.2","45","true","338","21.6","25","true","338","41.4","15","true","338","0","0","true"
"339","4.4","105","true","339","8.9","65","true","339","14.2","45","true","339","21.6","25","true","339","41.4","15","true","339","0","0","true"
"340","4.4","105","true","340","8.9","65","true","340","14.2","45","true","340","21.6","25","true","340","41.4","15","true","340","0","0","true"
"341","4.4","105","true","341","8.9","65","true","341","14.2","45","true","341","21.6","25","true","341","41.4","15","true","341","0","0","true"
"342","4.4","105","true","342","8.9","65","true","342","14.2","45","true","342","21.6","25","true","342","41.4","15","true","342","0","0","true"
"343","4.4","105","true","343","8.9","65","true","343","14.2","45","true","343","21.6","25","true","343","41.4","15","true","343","0","0","true"
"344","4.4","105","true","344","8.9","65","true","344","14.2","45","true","344","21.6","25","true","344","41.4","15","true","344","0","0","true"
"345","4.4","105","true","345","8.9","65","true","345","14.2","45","true","345","21.6","25","true","345","41.4","15","true","345","0","0","true"
"346","4.4","105","true","346","8.9","65","true","346","14.2","45","true","346","21.6","25","true","346","41.4","15","true","346","0","0","true"
"347","4.4","105","true","347","8.9","65","true","347","14.2","45","true","347","21.6","25","true","347","41.4","15","true","347","0","0","true"
"348","4.4","105","true","348","8.9","65","true","348","14.2","45","true","348","21.6","25","true","348","41.4","15","true","348","0","0","true"
"349","4.4","105","true","349","8.9","65","true","349","14.2","45","true","349","21.6","25","true","349","41.4","15","true","349","0","0","true"
"350","4.4","105","true","350","8.9","65","true","350","14.2","45","true","350","21.6","25","true","350","41.4","15","true","350","0","0","true"
"351","4.4","105","true","351","8.9","65","true","351","14.2","45","true","351","21.6","25","true","351","41.4","15","true","351","0","0","true"
"352","4.4","105","true","352","8.9","65","true","352","14.2","45","true","352","21.6","25","true","352","41.4","15","true","352","0","0","true"
"353","4.4","105","true","353","8.9","65","true","353","14.2","45","true","353","21.6","25","true","353","41.4","15","true","353","0","0","true"
"354","4.4","105","true","354","8.9","65","true","354","14.2","45","true","354","21.6","25","true","354","41.4","15","true","354","0","0","true"
"355","4.4","105","true","355","8.9","65","true","355","14.2","45","true","355","21.6","25","true","355","41.4","15","true","355","0","0","true"
"356","4.4","105","true","356","8.9","65","true","356","14.2","45","true","356","21.6","25","true","356","41.4","15","true","356","0","0","true"
"357","4.4","105","true","357","8.9","65","true","357","14.2","45","true","357","21.6","25","true","357","41.4","15","true","357","0","0","true"
"358","4.4","105","true","358","8.9","65","true","358","14.2","45","true","358","21.6","25","true","358","41.4","15","true","358","0","0","true"
"359","4.4","105","true","359","8.9","65","true","359","14.2","45","true","359","21.6","25","true","359","41.4","15","true","359","0","0","true"
"360","4.4","105","true","360","8.9","65","true","360","14.2","45","true","360","21.6","25","true","360","41.4","15","true","360","0","0","true"
"361","4.4","105","true","361","8.9","65","true","361","14.2","45","true","361","21.6","25","true","361","41.4","15","true","361","0","0","true"
"362","4.4","105","true","362","8.9","65","true","362","14.2","45","true","362","21.6","25","true","362","41.4","15","true","362","0","0","true"
"363","4.4","105","true","363","8.9","65","true","363","14.2","45","true","363","21.6","25","true","363","41.4","15","true","363","0","0","true"
"364","4.4","105","true","364","8.9","65","true","364","14.2","45","true","364","21.6","25","true","364","41.4","15","true","364","0","0","true"
"365","4.4","105","true","365","8.9","65","true","365","14.2","45","true","365","21.6","25","true","365","41.4","15","true","365","0","0","true"
"366","4.4","105","true","366","8.9","65","true","366","14.2","45","true","366","21.6","25","true","366","41.4","15","true","366","0","0","true"
"367","4.4","105","true","367","8.9","65","true","367","14.2","45","true","367","21.6","25","true","367","41.4","15","true","367","0","0","true"
"368","4.4","105","true","368","8.9","65","true","368","14.2","45","true","368","21.6","25","true","368","41.4","15","true","368","0","0","true"
"369","4.4","105","true","369","8.9","65","true","369","14.2","45","true","369","21.6","25","true","369","41.4","15","true","369","3","0","true"
"370","4.4","105","true","370","8.9","65","true","370","14.2","45","true","370","21.6","25","true","370","41.4","15","true","370","3","0","true"
"371","4.4","105","true","371","8.9","65","true","371","14.2","45","true","371","21.6","25","true","371","41.4","15","true","371","5","0","true"
"372","4.4","105","true","372","8.9","65","true","372","14.2","45","true","372","21.6","25","true","372","41.4","15","true","372","5","0","true"
"373","4.4","105","true","373","8.9","65","true","373","14.2","45","true","373","21.6","25","true","373","41.4","15","true","373","6","0","true"
"374","4.4","105","true","374","8.9","65","true","374","14.2","45","true","374","21.6","25","true","374","41.4","15","true","374","6","0","true"
"375","4.4","105","true","375","8.9","65","true","375","14.2","45","true","375","21.6","25","true","375","41.4","15","true","375","6","0","true"
"376","4.4","105","true","376","8.9","65","true","376","14.2","45","true","376","21.6","25","true","376","41.4","15","true","376","7","0","true"
"377","4.4","105","true","377","8.9","65","true","377","14.2","45","true","377","21.6","25","true","377","41.4","15","true","377","7","0","true"
"378","4.4","105","true","378","8.9","65","true","378","14.2","45","true","378","21.6","25","true","378","41.4","15","true","378","8","0","true"
"379","4.4","105","true","379","8.9","65","true","379","14.2","45","true","379","21.6","25","true","379","41.4","15","true","379","8","0","true"
"380","4.4","105","true","380","8.9","65","true","380","14.2","45","true","380","21.6","25","true","380","41.4","15","true","380","8","0","true"
"381","4.4","105","true","381","8.9","65","true","381","14.2","45","true","381","21.6","25","true","381","41.4","15","true","381","8","0","true"
"382","4.4","105","true","382","8.9","65","true","382","14.2","45","true","382","21.6","25","true","382","41.4","15","true","382","8","0","true"
"383","4.4","105","true","383","8.9","65","true","383","14.2","45","true","383","21.6","25","true","383","41.4","15","true","383","8","0","true"
"384","4.4","105","true","384","8.9","65","true","384","14.2","45","true","384","21.6","25","true","384","41.4","15","true","384","8","0","true"
"385","4.4","105","true","385","8.9","65","true","385","14.2","45","true","385","21.6","25","true","385","41.4","15","true","385","8","0","true"
"386","4.4","105","true","386","8.9","65","true","386","14.2","45","true","386","21.6","25","true","386","41.4","15","true","386","8","0","true"
"387","4.4","105","true","387","8.9","65","true","387","14.2","45","true","387","21.6","25","true","387","41.4","15","true","387","8","0","true"
"388","4.4","105","true","388","8.9","65","true","388","14.2","45","true","388","21.6","25","true","388","41.4","15","true","388","8","0","true"
"389","4.4","105","true","389","8.9","65","true","389","14.2","45","true","389","21.6","25","true","389","41.4","15","true","389","8","0","true"
"390","4.4","105","true","390","8.9","65","true","390","14.2","45","true","390","21.6","25","true","390","41.4","15","true","390","9","0","true"
"391","4.4","105","true","391","8.9","65","true","391","14.2","45","true","391","21.6","25","true","391","41.4","15","true","391","9","0","true"
"392","4.4","105","true","392","8.9","65","true","392","14.2","45","true","392","21.6","25","true","392","41.4","15","true","392","9","0","true"
"393","4.4","105","true","393","8.9","65","true","393","14.2","45","true","393","21.6","25","true","393","41.4","15","true","393","9","0","true"
"394","4.4","105","true","394","8.9","65","true","394","14.2","45","true","394","21.6","25","true","394","41.4","15","true","394","11","0","true"
"395","4.4","105","true","395","8.9","65","true","395","14.2","45","true","395","21.6","25","true","395","41.4","15","true","395","11","0","true"
"396","4.4","105","true","396","8.9","65","true","396","14.2","45","true","396","21.6","25","true","396","41.4","15","true","396","11","0","true"
"397","4.4","105","true","397","8.9","65","true","397","14.2","45","true","397","21.6","25","true","397","41.4","15","true","397","11","0","true"
"398","4.4","105","true","398","8.9","65","true","398","14.2","45","true","398","21.6","25","true","398","41.4","15","true","398","12","0","true"
"399","4.4","105","true","399","8.9","65","true","399","14.2","45","true","399","21.6","25","true","399","41.4","15","true","399","12","0","true"
"400","4.4","105","true","400","8.9","65","true","400","14.2","45","true","400","21.6","25","true","400","41.4","15","true","400","12","0","true"
"401","4.4","105","true","401","8.9","65","true","401","14.2","45","true","401","21.6","25","true","401","41.4","15","true","401","12","0","true"
"402","4.4","105","true","402","8.9","65","true","402","14.2","45","true","402","21.6","25","true","402","41.4","15","true","402","12","0","true"
"403","4.4","105","true","403","8.9","65","true","403","14.2","45","true","403","21.6","25","true","403","41.4","15","true","403","18","0","true"
"404","4.4","105","true","404","8.9","65","true","404","14.2","45","true","404","21.6","25","true","404","41.4","15","true","404","20","0","true"
"405","4.4","105","true","405","8.9","65","true","405","14.2","45","true","405","21.6","25","true","405","41.4","15","true","405","20","0","true"
"406","4.4","105","true","406","8.9","65","true","406","14.2","45","true","406","21.6","25","true","406","41.4","15","true","406","20","0","true"
"407","4.4","105","true","407","8.9","65","true","407","14.2","45","true","407","21.6","25","true","407","41.4","15","true","407","20","0","true"
"408","4.4","105","true","408","8.9","65","true","408","14.2","45","true","408","21.6","25","true","408","41.4","15","true","408","20","0","true"
"409","4.4","105","true","409","8.9","65","true","409","14.2","45","true","409","21.6","25","true","409","41.4","15","true","409","20","0","true"
"410","4.4","105","true","410","8.9","65","true","410","14.2","45","true","410","21.6","25","true","410","41.4","15","true","410","20","0","true"
"411","4.4","105","true","411","8.9","65","true","411","14.2","45","true","411","21.6","25","true","411","41.4","15","true","411","20","0","true"
"412","4.4","105","true","412","8.9","65","true","412","14.2","45","true","412","21.6","25","true","412","41.4","15","true","412","20","0","true"
"413","4.4","105","true","413","8.9","65","true","413","14.2","45","true","413","21.6","25","true","413","41.4","15","true","413","20","0","true"
"414","4.4","105","true","414","8.9","65","true","414","14.2","45","true","414","21.6","25","true","414","41.4","15","true","414","20","0","true"
"415","4.4","105","true","415","8.9","65","true","415","14.2","45","true","415","21.6","25","true","415","41.4","15","true","415","20","0","true"
"416","4.4","105","true","416","8.9","65","true","416","14.2","45","true","416","21.6","25","true","416","41.4","15","true","416","21","0","true"
"417","4.4","105","true","417","8.9","65","true","417","14.2","45","true","417","21.6","25","true","417","41.4","15","true","417","21","0","true"
"418","4.4","105","true","418","8.9","65","true","418","14.2","45","true","418","21.6","25","true","418","41.4","15","true","418","21","0","true"
"419","4.4","105","true","419","8.9","65","true","419","14.2","45","true","419","21.6","25","true","419","41.4","15","true","419","21","0","true"
"420","4.4","105","true","420","8.9","65","true","420","14.2","45","true","420","21.6","25","true","420","41.4","15","true","420","21","0","true"
"421","4.4","105","true","421","8.9","65","true","421","14.2","45","true","421","21.6","25","true","421","41.4","15","true","421","22","0","true"
"422","4.4","105","true","422","8.9","65","true","422","14.2","45","true","422","21.6","25","true","422","41.4","15","true","422","22","0","true"
"423","4.4","105","true","423","8.9","65","true","423","14.2","45","true","423","21.6","25","true","423","41.4","15","true","423","22","0","true"
"424","4.4","105","true","424","8.9","65","true","424","14.2","45","true","424","21.6","25","true","424","41.4","15","true","424","23","0","true"
"425","4.4","105","true","425","8.9","65","true","425","14.2","45","true","425","21.6","25","true","425","41.4","15","true","425","23","0","true"
"426","4.4","105","true","426","8.9","65","true","426","14.2","45","true","426","21.6","25","true","426","41.4","15","true","426","23","0","true"
"427","4.4","105","true","427","8.9","65","true","427","14.2","45","true","427","21.6","25","true","427","41.4","15","true","427","26","0","true"
"428","4.4","105","true","428","8.9","65","true","428","14.2","45","true","428","21.6","25","true","428","41.4","15","true","428","26","0","true"
"429","4.4","105","true","429","8.9","65","true","429","14.2","45","true","429","21.6","25","true","429","41.4","15","true","429","26","0","true"
"430","4.4","105","true","430","8.9","65","true","430","14.2","45","true","430","21.6","25","true","430","41.4","15","true","430","26","0","true"
"431","4.4","105","true","431","8.9","65","true","431","14.2","45","true","431","21.6","25","true","431","41.4","15","true","431","28","0","true"
"432","4.4","105","true","432","8.9","65","true","432","14.2","45","true","432","21.6","25","true","432","41.4","15","true","432","32","0","true"
